Gender,Age,Annual_Income,Education_Level,Marital_Status,Employment_Type,Years_in_Current_Job,Credit_Score,Existing_Loan_Balance,Loan_Amount_Requested,Credit_Card_Inquiries,Payment_of_Previous_Dues,Approved
Female,59,311956,Undergraduate,Married,Self-Employed,23.0,696.0,172810,68421,1,Delayed,1
Male,21,138696,Undergraduate,Married,Salaried,0.0,653.0,168482,86886,1,Delayed,0
Male,23,548877,Postgraduate,Married,Salaried,1.0,601.0,64044,104362,0,Paid on Time,1
Female,31,46825,Graduate,Single,Student,0.0,672.0,533,10000,0,Paid on Time,1
Female,21,437993,Postgraduate,Single,Salaried,0.0,658.0,568167,439907,0,Paid on Time,1
Female,43,401500,Undergraduate,Divorced,Salaried,11.0,716.0,526409,294530,1,Paid on Time,1
Male,64,282701,Postgraduate,Single,Salaried,15.0,690.0,60808,42200,1,Paid on Time,1
Male,65,434874,Postgraduate,Single,Salaried,22.0,511.0,194202,85090,1,Paid on Time,1
Female,56,974674,Undergraduate,Single,Salaried,24.0,635.0,1243581,369298,1,Paid on Time,1
Female,34,491012,Graduate,Married,Salaried,5.0,780.0,61695,1429550,4,Paid on Time,1
Female,36,437358,Undergraduate,Single,Self-Employed,1.0,409.0,75496,50999,1,Paid on Time,1
Male,68,365912,High School,Married,Self-Employed,10.0,515.0,315424,408770,1,Paid on Time,1
Female,66,700881,Undergraduate,Married,Self-Employed,31.0,549.0,691009,655941,0,Paid on Time,1
Female,23,431269,Graduate,Married,Salaried,2.0,716.0,384790,907496,3,Paid on Time,1
Female,46,349714,Graduate,Single,Self-Employed,14.0,600.0,305579,480156,1,Paid on Time,1
Male,28,335411,High School,Single,Salaried,2.0,661.0,93107,423095,2,Delayed,0
Male,33,1188601,Graduate,Single,Salaried,10.0,699.0,420868,815711,4,Delayed,1
Female,47,22921,Graduate,Married,Student,0.0,698.0,19943,10000,1,Paid on Time,1
Male,42,491740,Graduate,Single,Salaried,6.0,583.0,296080,538360,0,Paid on Time,1
Male,57,982484,High School,Married,Self-Employed,2.0,618.0,797711,163894,2,Paid on Time,1
Female,28,28095,Graduate,Single,Unemployed,0.0,630.0,10677,13746,3,Paid on Time,1
Male,24,331061,Undergraduate,Married,Salaried,0.0,815.0,230330,669681,0,Paid on Time,1
Female,43,1366493,Undergraduate,Single,Salaried,6.0,628.0,293942,326698,2,Delayed,1
Male,39,639401,Graduate,Single,Salaried,0.0,711.0,36825,1757815,0,Paid on Time,1
Female,42,419264,High School,Single,Salaried,8.0,721.0,598153,567406,2,Paid on Time,1
Female,36,268332,Undergraduate,Single,Self-Employed,12.0,759.0,291028,405309,1,Paid on Time,1
Male,48,694997,Undergraduate,Single,Self-Employed,11.0,738.0,519229,1826776,1,Paid on Time,1
Male,43,902376,High School,Married,Salaried,4.0,655.0,745829,593347,1,Paid on Time,1
Male,59,614402,High School,Single,Salaried,25.0,699.0,471099,254606,3,Paid on Time,1
Male,58,15000,Undergraduate,Married,Unemployed,0.0,850.0,20223,11840,2,Paid on Time,1
Female,53,765963,Graduate,Married,Salaried,15.0,576.0,888867,853021,1,Paid on Time,1
Female,40,1571841,Postgraduate,Married,Salaried,,599.0,766608,1808904,0,Delayed,1
Male,64,1004934,Undergraduate,Divorced,Salaried,16.0,534.0,328895,375825,1,Delayed,1
Male,30,675298,High School,Married,Self-Employed,3.0,668.0,67390,369124,0,Paid on Time,1
Male,42,791456,High School,Married,Salaried,3.0,603.0,175452,1139104,1,Paid on Time,1
Female,19,125446,Graduate,Divorced,Salaried,0.0,543.0,92214,185399,1,Paid on Time,1
Male,19,184131,High School,Single,Self-Employed,0.0,650.0,55949,169295,1,Delayed,0
Female,33,981311,Graduate,Married,Self-Employed,3.0,513.0,459833,1138049,1,Delayed,0
Female,26,711494,Undergraduate,Divorced,Salaried,1.0,775.0,142294,2147422,0,Paid on Time,1
Female,45,667790,Graduate,Married,Salaried,6.0,754.0,924369,1096971,2,Paid on Time,1
Male,30,340131,High School,Single,Salaried,4.0,826.0,17206,98254,1,Paid on Time,1
Female,52,1087034,Undergraduate,Single,Salaried,8.0,850.0,573645,3000000,1,Paid on Time,1
Male,58,455843,Undergraduate,Single,Salaried,4.0,487.0,23535,132232,1,Paid on Time,1
Male,30,561982,High School,Single,Salaried,3.0,633.0,6998,284755,3,Delayed,0
Female,48,526317,Undergraduate,Married,Salaried,14.0,779.0,733105,700327,1,Paid on Time,1
Female,38,409802,Undergraduate,Married,Salaried,5.0,776.0,192775,598908,0,Paid on Time,1
Male,49,15358,High School,Single,Unemployed,0.0,735.0,11570,29428,2,Paid on Time,0
Male,51,94219,Postgraduate,Married,Salaried,18.0,545.0,82338,75587,1,Delayed,0
Male,25,312767,High School,Divorced,Salaried,3.0,678.0,286406,242999,2,Paid on Time,1
Male,58,765754,High School,Married,Salaried,15.0,755.0,528669,562919,2,Paid on Time,1
Male,65,322778,Graduate,Married,Salaried,17.0,615.0,287512,325464,3,Paid on Time,1
Male,19,578931,Undergraduate,Single,Self-Employed,0.0,,652826,698373,0,Delayed,0
Male,55,352052,Graduate,Married,Salaried,13.0,622.0,502777,262784,3,Delayed,0
Female,49,514491,Undergraduate,Married,Self-Employed,6.0,593.0,507059,655280,2,Delayed,0
Female,57,607889,Graduate,Married,Salaried,13.0,677.0,421476,438871,1,Delayed,1
Female,45,59626,Postgraduate,Divorced,Student,0.0,506.0,39764,53403,1,Delayed,0
Male,54,262290,Graduate,Married,Salaried,16.0,814.0,279282,97373,0,Paid on Time,1
Female,58,710271,Graduate,Married,Salaried,19.0,593.0,668047,217047,1,Paid on Time,1
Female,18,279277,Graduate,Married,Salaried,,548.0,176106,327945,4,Paid on Time,1
Female,58,1002317,Graduate,Married,Salaried,7.0,609.0,504997,449889,2,Paid on Time,1
Female,27,1199318,Undergraduate,Married,Salaried,2.0,676.0,1786651,277386,1,Delayed,1
Female,21,433111,Graduate,Single,Salaried,0.0,494.0,66421,387870,4,Delayed,0
Male,52,401886,Graduate,Divorced,Self-Employed,19.0,592.0,124650,93297,1,Delayed,1
Male,27,922564,Graduate,Married,Salaried,4.0,643.0,404320,975799,0,Delayed,1
Female,64,1002313,Postgraduate,Single,Salaried,35.0,582.0,1343633,1067307,1,Delayed,0
Female,28,823779,Postgraduate,Divorced,Salaried,2.0,553.0,816565,604885,1,Delayed,0
Female,31,616517,Graduate,Married,Self-Employed,0.0,744.0,287376,1710521,2,Paid on Time,1
Male,55,424875,Postgraduate,Married,Salaried,22.0,742.0,232115,1367059,2,Paid on Time,1
Male,29,112874,Undergraduate,Divorced,Salaried,1.0,741.0,64153,98305,3,Paid on Time,1
Male,62,328085,Graduate,Single,Salaried,26.0,706.0,91680,863906,1,Paid on Time,1
Female,34,880281,Undergraduate,Married,Self-Employed,2.0,531.0,674958,941272,4,Delayed,0
Female,33,837439,Graduate,Married,Self-Employed,4.0,647.0,961678,311721,0,Paid on Time,1
Male,52,392012,Postgraduate,Married,Salaried,6.0,785.0,331677,1150484,4,Paid on Time,1
Male,19,264775,Graduate,Married,Salaried,0.0,528.0,260515,293202,2,Delayed,0
Male,28,434293,High School,Single,Salaried,1.0,551.0,387858,139040,1,Paid on Time,1
Female,58,724607,Graduate,Single,Salaried,11.0,676.0,64014,394475,0,Delayed,1
Female,20,212116,Undergraduate,Single,Salaried,0.0,726.0,59835,799782,1,Paid on Time,1
Female,46,814388,High School,Married,Salaried,5.0,718.0,427979,307398,2,Paid on Time,1
Male,35,806645,Graduate,Married,Salaried,7.0,682.0,1075945,339214,3,Delayed,0
Female,37,569380,Undergraduate,Married,Salaried,3.0,549.0,297807,518318,2,Delayed,0
Male,64,248044,Graduate,Single,Salaried,17.0,699.0,121709,361196,0,Delayed,0
Female,31,1311126,Undergraduate,Single,Salaried,6.0,588.0,158488,603121,3,Paid on Time,1
Male,51,744642,Graduate,Married,Salaried,25.0,684.0,1085776,925957,0,Paid on Time,1
Male,66,658493,Graduate,Married,Salaried,28.0,637.0,769004,404509,1,Paid on Time,1
Female,48,39027,Undergraduate,Single,Student,0.0,618.0,44837,23161,1,Delayed,0
Female,57,676579,Undergraduate,Single,Self-Employed,4.0,850.0,389410,2695911,0,Paid on Time,1
Male,59,245229,Undergraduate,Married,Salaried,0.0,531.0,28827,305090,1,Delayed,0
Female,35,412629,Graduate,Married,Salaried,8.0,576.0,163104,184833,3,Delayed,0
Male,47,604733,Graduate,Married,Salaried,,756.0,773664,498326,0,Paid on Time,1
Male,42,871514,Undergraduate,Single,Salaried,15.0,824.0,235698,372934,2,Paid on Time,1
Male,36,30860,Undergraduate,Single,Student,0.0,716.0,41394,61181,3,Paid on Time,0
Male,25,409338,Graduate,Single,Salaried,4.0,627.0,328957,232631,3,Paid on Time,1
Male,45,32165,Graduate,Single,Student,0.0,570.0,34474,20365,3,Paid on Time,0
Male,25,1071054,Graduate,Divorced,Salaried,1.0,736.0,728811,1909149,2,Paid on Time,1
Male,48,42392,Graduate,Married,Student,0.0,649.0,59283,63056,1,Paid on Time,0
Female,20,439065,Graduate,Married,Self-Employed,0.0,597.0,157838,45672,2,Delayed,0
Male,20,442880,Graduate,Married,Self-Employed,0.0,757.0,380278,780200,4,Paid on Time,1
Female,61,121000,Undergraduate,Married,Salaried,2.0,634.0,12544,23106,2,Paid on Time,1
Male,39,629780,Undergraduate,Single,Self-Employed,4.0,518.0,453845,656370,0,Delayed,0
Female,34,1235484,Graduate,Divorced,Salaried,5.0,661.0,1802659,210773,2,Delayed,0
Male,53,22181,Graduate,Single,Student,0.0,615.0,2932,26030,0,Delayed,0
Male,34,350477,Graduate,Married,Self-Employed,1.0,550.0,266392,460841,1,Paid on Time,1
Male,31,223220,Undergraduate,Married,Salaried,4.0,680.0,201670,325705,3,Paid on Time,1
Male,68,15000,High School,Married,Unemployed,0.0,695.0,20964,10000,1,Paid on Time,0
Male,26,42664,Undergraduate,Single,Student,0.0,398.0,2537,62735,2,Delayed,0
Female,47,701947,Postgraduate,Married,Self-Employed,23.0,759.0,529556,1199002,1,Paid on Time,1
Female,38,421942,Postgraduate,Married,Salaried,13.0,750.0,624809,1083149,1,Paid on Time,1
Female,29,15000,Graduate,Married,Unemployed,0.0,638.0,17302,10000,1,Paid on Time,0
Female,54,240705,Graduate,Divorced,Self-Employed,20.0,570.0,292606,148842,0,Delayed,0
Male,49,687019,Undergraduate,Single,Self-Employed,11.0,704.0,804339,1014243,2,Paid on Time,1
Male,28,34047,Graduate,Divorced,Student,0.0,650.0,26312,27419,3,Paid on Time,0
Male,37,129012,Undergraduate,Single,Salaried,4.0,596.0,84055,36849,0,Paid on Time,1
Male,52,1181234,Postgraduate,Single,Salaried,14.0,598.0,451490,1259502,1,Delayed,1
Male,70,262051,Postgraduate,Married,Salaried,7.0,667.0,183160,244751,0,Paid on Time,1
Male,64,565981,Graduate,Married,Salaried,25.0,782.0,17405,525627,1,Paid on Time,1
Male,63,221225,Undergraduate,Single,Self-Employed,2.0,518.0,32225,326769,3,Paid on Time,1
Male,28,1597913,Undergraduate,Single,Salaried,5.0,681.0,688518,172303,1,Paid on Time,1
Female,69,966015,Postgraduate,Married,Salaried,7.0,561.0,483436,550904,0,Delayed,1
Female,25,418391,Postgraduate,Married,Salaried,0.0,681.0,444028,195143,2,Delayed,0
Male,21,347407,High School,Single,Salaried,0.0,,89423,793530,1,Paid on Time,1
Female,44,389291,Graduate,Married,Salaried,17.0,526.0,464680,523113,2,Delayed,0
Female,61,394234,Undergraduate,Single,Salaried,17.0,707.0,473554,1050760,0,Paid on Time,1
Male,57,713939,Graduate,Married,Salaried,26.0,675.0,628663,118965,1,Delayed,1
Male,55,445748,Graduate,Married,Self-Employed,8.0,780.0,328625,1545521,2,Paid on Time,1
Male,64,46063,High School,Married,Student,0.0,652.0,32294,21700,0,Paid on Time,1
Female,47,474040,High School,Single,Salaried,12.0,678.0,299028,120621,2,Paid on Time,1
Female,61,201105,Graduate,Single,Salaried,22.0,692.0,26719,141894,2,Paid on Time,1
Male,65,313816,Graduate,Married,Salaried,8.0,791.0,308533,1131298,1,Delayed,0
Male,65,281430,Graduate,Divorced,Salaried,7.0,468.0,32493,41769,1,Delayed,0
Female,44,36677,Postgraduate,Married,Student,0.0,494.0,115,35794,6,Paid on Time,0
Male,38,504838,Graduate,Married,Salaried,9.0,639.0,153492,285483,0,Paid on Time,1
Male,69,117675,Graduate,Single,Salaried,13.0,686.0,77016,114333,1,Paid on Time,1
Female,37,126089,Graduate,Married,Salaried,11.0,484.0,22728,59625,1,Paid on Time,1
Female,21,21369,Undergraduate,Single,Unemployed,0.0,643.0,31741,31069,1,Paid on Time,0
Female,28,921889,High School,Divorced,Salaried,7.0,574.0,1038959,239103,2,Delayed,0
Female,30,644663,Graduate,Single,Salaried,5.0,520.0,724609,207060,2,Paid on Time,1
Female,26,507040,Undergraduate,Single,Salaried,2.0,632.0,315841,83121,3,Delayed,0
Male,21,220147,Graduate,Single,Salaried,0.0,721.0,188539,704578,1,Paid on Time,1
Female,29,1966742,Undergraduate,Married,Self-Employed,8.0,835.0,686836,917350,2,Paid on Time,1
Male,26,848972,Undergraduate,Married,Salaried,0.0,850.0,940005,1000795,1,Paid on Time,1
Female,30,622398,Graduate,Married,Self-Employed,8.0,774.0,55814,561306,2,Paid on Time,1
Male,65,554992,Graduate,Divorced,Salaried,25.0,682.0,347352,330190,0,Paid on Time,1
Female,43,361364,Postgraduate,Married,Salaried,1.0,639.0,450636,423552,2,Paid on Time,1
Male,55,607833,Graduate,Married,Salaried,5.0,664.0,893386,869364,1,Delayed,0
Male,59,473389,Undergraduate,Divorced,Self-Employed,23.0,664.0,494614,629805,1,Paid on Time,1
Male,30,467641,Graduate,Single,Salaried,4.0,761.0,138374,1580882,3,Paid on Time,1
Male,56,306676,Graduate,Divorced,Salaried,24.0,809.0,262701,529977,2,Paid on Time,1
Female,45,643449,Undergraduate,Single,Salaried,13.0,533.0,540992,786646,1,Paid on Time,1
Female,36,1598304,Postgraduate,Married,Self-Employed,6.0,620.0,2000000,1898803,1,Paid on Time,1
Male,41,41254,Undergraduate,Single,Student,0.0,745.0,51991,43950,2,Paid on Time,1
Male,36,542194,Graduate,Married,Self-Employed,10.0,637.0,39860,253396,0,Delayed,1
Male,66,249532,Undergraduate,Married,Salaried,17.0,608.0,82380,199274,0,Paid on Time,1
Male,30,439055,Undergraduate,Single,Salaried,3.0,765.0,554476,1693682,0,Delayed,0
Male,30,674086,Undergraduate,Single,Salaried,5.0,599.0,983294,169237,1,Paid on Time,1
Female,45,172591,Undergraduate,Single,Salaried,8.0,715.0,76286,682555,4,Paid on Time,1
Male,70,221786,Graduate,Divorced,Self-Employed,2.0,618.0,229790,71526,2,Paid on Time,1
Male,19,982452,Undergraduate,Single,Self-Employed,0.0,850.0,453600,1958892,3,Paid on Time,1
Male,27,357841,Undergraduate,Married,Self-Employed,1.0,775.0,22059,460001,1,Paid on Time,1
Male,39,303494,Graduate,Single,Salaried,11.0,616.0,377613,208699,2,Delayed,0
Male,30,21044,Undergraduate,Single,Student,0.0,677.0,23322,30323,1,Paid on Time,1
Female,26,18356,Graduate,Divorced,Student,0.0,708.0,1467,47065,3,Paid on Time,1
Male,50,1008598,Graduate,Married,Salaried,12.0,608.0,220069,520957,2,Paid on Time,1
Male,31,550263,High School,Married,Salaried,4.0,618.0,825008,539146,2,Paid on Time,1
Male,65,2568888,Graduate,Single,Salaried,11.0,733.0,2000000,3000000,1,Paid on Time,1
Male,37,235676,Graduate,Married,Salaried,9.0,649.0,282963,334825,1,Paid on Time,1
Male,32,46928,Undergraduate,Single,Student,0.0,509.0,27356,27874,0,Paid on Time,0
Female,49,362420,High School,Married,Salaried,11.0,706.0,281734,862360,1,Paid on Time,1
Female,50,768982,High School,Married,Salaried,12.0,746.0,715016,2624339,2,Paid on Time,1
Female,34,429878,Undergraduate,Single,Salaried,9.0,617.0,519735,620047,1,Paid on Time,1
Male,41,191689,Graduate,Married,Salaried,9.0,572.0,97446,233637,1,Delayed,0
Male,47,736096,High School,Single,Salaried,10.0,782.0,742274,2759318,1,Paid on Time,1
Male,30,15000,Undergraduate,Married,Unemployed,0.0,665.0,17452,11239,1,Delayed,0
Female,64,475182,Graduate,Married,Salaried,9.0,642.0,573876,556105,1,Delayed,0
Female,65,1122938,Postgraduate,Married,Self-Employed,31.0,641.0,840925,261093,3,Delayed,1
Male,33,546990,Graduate,Single,Self-Employed,5.0,795.0,388387,1321458,4,Paid on Time,1
Male,19,819533,Graduate,Married,Salaried,0.0,676.0,128502,97445,2,Paid on Time,1
Male,34,54886,Postgraduate,Single,Student,0.0,694.0,40977,25470,2,Paid on Time,1
Female,49,747159,Undergraduate,Single,Salaried,10.0,634.0,786683,770906,2,Delayed,0
Female,60,791606,Graduate,Single,Self-Employed,26.0,651.0,1093114,269294,2,Paid on Time,1
Male,25,1928767,Graduate,Single,Self-Employed,2.0,618.0,362221,733315,2,Paid on Time,1
Male,69,871450,Undergraduate,Married,Salaried,20.0,698.0,1266502,162443,1,Paid on Time,1
Female,20,265747,Graduate,Married,Salaried,0.0,538.0,93306,304637,0,Delayed,0
Male,29,711789,Graduate,Single,Self-Employed,7.0,673.0,187769,517558,1,Paid on Time,1
Male,37,646808,Undergraduate,Married,Salaried,4.0,613.0,111106,868746,2,Delayed,0
Male,33,943652,High School,Single,Salaried,2.0,598.0,1401516,572950,1,Delayed,0
Female,31,1355870,Undergraduate,Single,Self-Employed,8.0,694.0,1141002,961799,0,Paid on Time,1
Male,33,122979,Postgraduate,Married,Self-Employed,3.0,650.0,49917,97508,2,Paid on Time,1
Male,70,823832,Postgraduate,Single,Salaried,15.0,550.0,392392,1075326,0,Paid on Time,1
Female,66,419998,Undergraduate,Divorced,Salaried,19.0,561.0,598667,213804,3,Delayed,0
Male,60,304228,Graduate,Married,Salaried,25.0,670.0,410693,52391,4,Paid on Time,1
Male,66,626772,High School,Single,Salaried,6.0,571.0,329039,613025,0,Delayed,0
Male,68,895194,Undergraduate,Married,Salaried,8.0,484.0,11384,1124346,1,Delayed,0
Male,50,55571,Graduate,Single,Student,0.0,732.0,69479,126113,0,Paid on Time,0
Female,47,281547,Graduate,,Salaried,9.0,526.0,386179,154476,1,Delayed,0
Male,29,457402,Postgraduate,Single,Salaried,2.0,614.0,574634,449469,0,Paid on Time,1
Male,32,798812,Graduate,Single,Self-Employed,5.0,558.0,1093948,1188156,0,Delayed,0
Female,35,336409,Graduate,Divorced,Salaried,2.0,555.0,290607,303998,0,Delayed,0
Female,45,548815,Undergraduate,,Salaried,2.0,684.0,691226,297075,2,Delayed,0
Female,40,741163,High School,Single,Self-Employed,8.0,584.0,1049388,326898,1,Paid on Time,1
Male,31,2123532,Undergraduate,Single,Self-Employed,6.0,627.0,2000000,3000000,2,Delayed,0
Male,47,753632,Graduate,Single,Self-Employed,4.0,468.0,88502,972630,2,Paid on Time,1
Female,50,961726,Graduate,Single,Self-Employed,12.0,824.0,1076937,1144447,1,Paid on Time,1
Male,62,291731,Undergraduate,Divorced,Salaried,19.0,685.0,315639,136362,2,Paid on Time,1
Female,32,15654,Graduate,Single,Student,0.0,789.0,18854,50629,1,Paid on Time,0
Female,24,276033,Undergraduate,Single,Salaried,0.0,777.0,94755,1095826,2,Paid on Time,1
Female,32,205143,Graduate,Married,Salaried,2.0,768.0,670,393023,1,Paid on Time,1
Male,69,397476,High School,Single,Salaried,12.0,625.0,304009,166213,0,Delayed,1
Male,59,367566,Undergraduate,Single,Salaried,24.0,654.0,422085,155289,1,Paid on Time,1
Female,63,335556,Graduate,Single,Salaried,27.0,550.0,62978,408134,0,Delayed,1
Male,55,365054,High School,Married,Salaried,5.0,658.0,291744,345714,2,Paid on Time,1
Male,63,312266,Graduate,Divorced,Salaried,6.0,525.0,147268,308285,2,Paid on Time,1
Female,61,496165,Graduate,Married,Salaried,24.0,791.0,623858,425644,1,Paid on Time,1
Female,28,509773,Postgraduate,Married,Self-Employed,9.0,739.0,76660,310373,0,Paid on Time,1
Male,46,1205213,Graduate,Single,Self-Employed,2.0,712.0,1532839,170536,1,Paid on Time,1
Male,48,779525,Undergraduate,Single,Salaried,10.0,593.0,714162,1076744,2,Paid on Time,1
Male,42,855425,Graduate,Married,Salaried,5.0,766.0,1179773,1269844,0,Paid on Time,1
Female,69,421117,Graduate,Single,Salaried,12.0,491.0,78801,488986,1,Delayed,0
Female,41,465279,Graduate,,Salaried,5.0,639.0,564530,622655,0,Delayed,0
Male,36,79549,Postgraduate,Married,Self-Employed,2.0,665.0,63254,74616,2,Paid on Time,1
Male,19,308821,Undergraduate,Married,Salaried,0.0,812.0,66037,541858,1,Paid on Time,1
Female,39,395684,Graduate,Divorced,Salaried,9.0,520.0,133794,60988,3,Paid on Time,1
Male,37,708958,Graduate,Married,Salaried,7.0,785.0,444252,1003033,1,Delayed,1
Male,50,472546,High School,Married,Self-Employed,4.0,765.0,516744,639991,2,Paid on Time,1
Female,25,413286,High School,Single,Salaried,2.0,771.0,337770,954174,0,Paid on Time,1
Male,42,2914530,Undergraduate,Married,Self-Employed,9.0,592.0,1916166,3000000,0,Delayed,1
Female,63,548816,Postgraduate,Single,Salaried,8.0,694.0,393117,601250,3,Delayed,0
Male,26,1024867,Postgraduate,Single,Self-Employed,3.0,740.0,1139887,3000000,3,Paid on Time,1
Male,51,52473,Graduate,Single,Student,0.0,679.0,2704,10000,4,Paid on Time,1
Female,40,340227,Graduate,Married,Salaried,0.0,685.0,225892,322196,3,Paid on Time,1
Male,22,379907,Graduate,Single,Self-Employed,0.0,698.0,326360,138517,1,Paid on Time,1
Female,42,334848,Postgraduate,Single,Self-Employed,1.0,586.0,295694,489398,0,Delayed,0
Female,25,778399,Postgraduate,Married,Self-Employed,1.0,584.0,722378,523672,0,Paid on Time,1
Male,33,521315,Undergraduate,Married,Self-Employed,9.0,727.0,41795,1320509,6,Paid on Time,1
Male,65,180456,Graduate,Married,Salaried,17.0,589.0,151027,106868,1,Paid on Time,1
Male,62,646246,Undergraduate,Married,Salaried,13.0,683.0,533685,263827,3,Paid on Time,1
Male,69,18105,Postgraduate,Divorced,Unemployed,0.0,521.0,23215,19246,0,Paid on Time,0
